Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2025-10-31,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-10-31,Dinner,1072.7,49.0,22.9,5.8,2.1,0.3,118.7,2647.9,14.4,111.1,6.1,10.9,57.3,41.0,4.0,34.6,26.4,
2025-10-31,Lunch,705.0,35.0,7.0,0.0,0.0,0.0,107.5,1730.0,1076.0,45.5,7.0,24.5,46.5,0.0,0.0,21.0,29.5,
2025-10-31,Snacks,197.5,4.2,1.5,0.1,0.0,0.0,2.0,60.9,147.2,39.7,2.4,29.3,2.7,0.0,107.6,2.8,2.2,
2025-11-01,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-01,Dinner,976.0,39.0,21.3,0.0,0.0,0.3,112.9,2445.2,0.0,109.8,6.1,9.8,57.0,41.0,4.0,34.0,26.0,
2025-11-01,Lunch,908.0,39.3,14.3,0.0,0.0,0.0,98.8,2132.6,0.0,88.1,1.2,1.2,47.6,17.9,35.7,36.9,39.3,
2025-11-01,Snacks,207.8,2.0,1.0,0.2,0.1,0.0,10.0,691.5,306.6,29.3,3.7,21.3,20.1,0.0,24.9,20.4,2.4,
2025-11-02,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-02,Dinner,702.3,23.4,4.0,3.1,6.6,0.1,67.4,656.9,963.5,89.0,6.0,10.4,31.0,6.9,58.3,5.4,16.3,
2025-11-02,Lunch,811.4,22.1,5.6,1.8,0.7,0.0,20.0,619.2,808.1,125.9,15.9,68.3,39.1,0.1,135.9,37.0,23.4,
2025-11-02,Snacks,300.0,2.0,1.0,0.1,0.0,0.0,45.0,250.0,720.0,33.0,6.0,23.0,37.4,0.0,8.0,50.0,4.2,
2025-11-03,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-03,Dinner,877.9,29.3,5.0,3.9,8.2,0.1,84.2,821.2,1204.3,111.2,7.4,13.0,38.8,8.6,72.9,6.7,20.4,
2025-11-03,Lunch,760.0,22.0,9.0,0.0,0.0,0.0,0.0,1895.0,0.0,35.0,19.0,10.0,45.0,17.0,32.0,26.0,35.0,
2025-11-03,Snacks,208.5,2.6,1.0,0.6,0.1,0.0,10.0,691.7,444.8,27.3,11.1,13.5,21.0,0.0,74.3,23.8,6.5,
2025-11-04,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-04,Dinner,836.3,35.8,6.9,5.3,2.8,0.1,63.6,2044.5,323.5,99.3,9.8,7.1,42.9,0.0,4.6,9.2,31.9,
2025-11-04,Lunch,943.0,43.1,8.8,4.1,3.4,0.0,115.0,999.9,552.6,76.4,6.7,10.8,59.6,0.0,71.3,14.8,56.1,
2025-11-04,Snacks,100.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,120.0,24.0,6.0,15.0,0.4,0.0,8.0,1.0,2.0,
2025-11-05,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-05,Dinner,1152.6,54.3,23.6,5.8,2.1,0.1,98.4,3133.7,14.4,125.9,9.1,22.6,49.7,69.0,0.0,38.8,78.4,
2025-11-05,Lunch,614.4,11.3,2.4,1.2,8.9,0.0,45.0,918.5,1415.1,78.6,12.6,34.0,48.6,6.0,42.0,55.6,15.2,
2025-11-05,Snacks,268.6,10.2,5.6,0.7,2.1,0.0,54.4,189.8,313.7,23.4,1.1,17.1,21.7,0.0,0.0,20.8,3.5,
2025-11-06,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-06,Dinner,842.5,24.0,12.1,0.1,0.0,0.1,91.3,1715.5,984.7,98.2,6.5,37.3,62.5,34.5,23.6,68.7,41.2,
2025-11-06,Lunch,760.0,22.0,9.0,0.0,0.0,0.0,0.0,1895.0,0.0,35.0,19.0,10.0,45.0,17.0,32.0,26.0,35.0,
2025-11-06,Snacks,228.5,4.1,2.0,0.6,0.1,0.0,20.0,106.7,538.8,28.3,11.6,14.5,22.0,0.0,74.3,23.8,6.5,
2025-11-07,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-07,Dinner,628.0,22.7,11.0,0.1,0.0,0.1,46.3,1465.5,120.0,86.4,10.5,25.7,25.0,34.5,8.0,20.1,41.0,
2025-11-07,Lunch,867.6,17.3,3.9,2.6,10.3,0.0,50.0,1208.5,1448.5,124.2,18.4,60.0,55.8,19.5,30.7,70.5,42.5,
2025-11-07,Snacks,481.0,11.6,5.5,0.6,0.1,0.0,60.6,1681.7,981.3,64.1,15.6,32.3,34.5,0.0,74.3,27.8,16.9,
2025-11-08,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-08,Dinner,860.0,40.0,6.0,0.0,0.0,0.0,90.0,1180.0,1336.0,68.0,12.0,48.0,48.0,0.0,0.0,24.0,34.2,
2025-11-08,Lunch,628.5,18.2,5.9,1.8,11.0,0.0,44.4,1443.3,1090.1,79.2,15.2,39.5,33.4,6.0,18.4,26.8,16.5,
2025-11-08,Snacks,443.0,2.9,1.1,0.1,0.0,0.0,46.0,318.2,1596.4,72.6,8.1,46.8,39.1,15.5,22.3,60.9,10.3,
2025-11-09,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-09,Dinner,850.5,28.5,11.7,1.2,6.9,0.0,145.0,1025.8,1390.9,98.1,12.8,42.1,45.6,858.7,32.4,15.1,24.0,
2025-11-09,Lunch,754.9,16.4,2.9,1.2,8.9,0.0,45.0,939.7,2006.8,96.8,17.7,37.8,57.0,19.5,38.7,63.9,26.6,
2025-11-09,Snacks,416.8,4.0,2.1,0.2,0.1,0.0,20.0,118.4,684.2,75.3,9.6,52.0,23.8,0.0,83.6,26.8,3.4,
2025-11-10,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-10,Dinner,711.0,16.8,4.0,6.1,4.5,0.0,75.0,1356.4,2479.6,91.1,7.7,26.4,52.0,3.5,10.3,62.6,13.8,
2025-11-10,Lunch,760.0,22.0,9.0,0.0,0.0,0.0,0.0,1895.0,0.0,35.0,19.0,10.0,45.0,17.0,32.0,26.0,35.0,
2025-11-10,Snacks,506.7,20.4,3.5,12.1,3.9,0.0,10.0,696.2,571.4,60.6,7.5,31.7,24.6,0.0,18.9,20.2,4.8,
2025-11-11,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-11,Dinner,727.4,10.9,3.1,1.3,1.2,0.0,105.0,2086.6,2200.5,93.2,7.5,41.0,66.0,3.5,10.3,74.7,35.7,
2025-11-11,Lunch,838.7,33.5,2.0,5.4,3.8,0.0,112.9,1220.5,825.1,88.5,7.7,19.2,48.5,120.2,37.1,14.3,19.3,
2025-11-11,Snacks,473.2,9.5,1.3,1.1,8.9,0.0,0.0,688.5,430.4,84.1,10.6,31.4,14.7,6.0,18.4,6.0,13.0,
2025-11-12,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-12,Dinner,1002.3,56.9,22.6,4.6,8.3,0.1,724.1,1646.4,708.7,76.1,5.5,20.9,44.4,280.0,0.0,143.7,30.8,
2025-11-12,Lunch,713.4,22.5,3.4,3.6,8.6,0.0,50.0,2368.4,1120.6,94.1,14.3,29.8,43.6,0.0,61.0,30.7,12.6,
2025-11-12,Snacks,285.9,7.4,0.5,1.0,1.0,0.0,0.0,209.3,660.5,34.4,5.9,13.7,19.8,0.0,0.0,23.6,30.6,
2025-11-13,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-13,Dinner,877.9,29.3,5.0,3.9,8.2,0.1,84.2,821.2,1204.3,111.2,7.4,13.0,38.8,8.6,72.9,6.7,20.4,
2025-11-13,Lunch,760.0,22.0,9.0,0.0,0.0,0.0,0.0,1895.0,0.0,35.0,19.0,10.0,45.0,17.0,32.0,26.0,35.0,
2025-11-13,Snacks,660.5,9.6,6.1,0.3,0.1,0.0,50.0,566.9,424.5,97.8,4.9,63.4,45.4,0.0,29.9,20.6,2.9,
2025-11-14,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-14,Dinner,1152.6,54.3,23.6,5.8,2.1,0.1,98.4,3133.7,14.4,125.9,9.1,22.6,49.7,69.0,0.0,38.8,78.4,
2025-11-14,Lunch,642.5,11.9,2.4,1.5,9.0,0.0,45.0,920.4,1559.8,87.3,18.7,32.9,49.9,9.5,59.2,62.3,17.6,
2025-11-14,Snacks,325.5,12.6,7.8,0.4,1.8,0.3,19.5,70.0,134.5,52.8,6.0,37.6,1.5,4.4,8.0,2.7,3.8,
2025-11-15,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-15,Dinner,604.9,11.4,2.4,1.2,8.9,0.0,45.0,919.7,1452.8,78.8,13.7,29.8,49.0,9.5,28.7,60.9,15.5,
2025-11-15,Lunch,1055.9,44.3,22.0,0.0,0.0,0.1,92.6,2931.0,0.0,124.6,9.1,21.5,49.4,69.0,0.0,38.2,78.0,
2025-11-15,Snacks,372.9,18.8,12.1,1.3,5.2,0.0,74.4,23.8,255.8,46.0,2.3,37.2,4.1,23.5,0.0,1.4,4.3,
2025-11-16,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-16,Dinner,1235.4,56.4,28.0,8.4,10.6,0.0,133.7,3191.1,1396.0,134.8,27.3,24.2,48.0,9.7,24.4,68.6,56.3,
2025-11-16,Lunch,937.8,30.2,14.5,2.5,14.1,0.0,119.4,943.5,1488.6,117.8,14.0,59.0,52.1,33.0,28.7,62.3,19.8,
2025-11-17,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-17,Dinner,1002.5,34.4,20.3,2.1,8.1,0.0,150.4,2271.3,1868.1,114.1,25.6,46.1,62.3,28.4,24.4,63.1,43.3,
2025-11-17,Lunch,760.0,22.0,9.0,0.0,0.0,0.0,0.0,1895.0,0.0,35.0,19.0,10.0,45.0,17.0,32.0,26.0,35.0,
2025-11-17,Snacks,249.0,3.0,1.0,0.8,0.1,0.0,10.0,693.0,674.0,35.8,15.9,20.6,23.2,0.0,105.0,28.2,10.3,
2025-11-18,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-18,Dinner,630.0,32.0,8.0,0.0,0.0,0.0,330.0,2220.0,0.0,35.0,8.0,13.0,53.0,50.0,2.0,4.0,4.0,
2025-11-18,Lunch,999.4,36.5,11.0,0.3,2.4,0.0,16.7,382.2,319.0,76.9,7.7,2.2,66.4,0.2,11.0,13.5,11.0,
2025-11-18,Snacks,327.8,4.0,2.0,0.3,0.1,0.0,20.0,106.5,520.6,54.3,10.2,37.3,21.5,0.0,32.9,21.4,4.4,
2025-11-19,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-19,Dinner,919.5,54.0,29.0,0.0,0.0,0.0,164.9,1754.1,642.3,71.7,4.7,13.5,38.7,27.5,0.0,63.0,33.1,
2025-11-19,Lunch,620.0,28.0,8.0,0.0,0.0,0.0,85.0,1400.0,0.0,51.0,11.0,3.0,41.0,0.0,0.0,0.0,0.0,
2025-11-19,Snacks,405.0,2.4,1.1,0.2,0.0,0.0,45.0,251.2,1142.4,60.0,9.1,37.4,38.7,5.0,25.1,50.6,5.9,
2025-11-20,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-20,Dinner,806.7,32.9,8.0,0.9,4.0,1.0,75.5,669.6,1100.9,89.0,6.0,10.4,35.1,2.5,58.3,3.5,21.6,
2025-11-20,Lunch,874.5,23.8,5.8,3.5,11.0,0.0,105.9,2207.8,1701.1,114.4,23.5,29.2,51.2,6.1,140.4,35.0,30.6,
2025-11-21,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-21,Dinner,1494.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.8,0.0,0.0,70.1,0.0,0.0,0.0,0.0,
2025-11-21,Lunch,860.8,20.7,7.3,2.9,4.0,0.0,133.3,1855.1,1792.5,103.1,23.1,36.1,66.0,1.2,76.2,51.0,21.9,
2025-11-22,Breakfast,1192.1,64.1,24.3,10.8,24.5,1.1,599.3,1345.4,1332.0,97.3,3.0,55.6,55.9,102.8,69.6,52.1,22.8,
2025-11-22,Dinner,210.0,1.5,1.0,0.0,0.0,0.0,45.0,265.0,620.0,16.0,0.0,14.0,33.0,10.0,10.0,41.0,2.2,
2025-11-22,Lunch,1139.7,50.3,19.3,1.4,0.5,0.1,100.0,2151.6,47.4,95.0,10.7,23.3,44.3,12.9,1.4,0.8,0.5,
2025-11-22,Snacks,335.7,3.3,2.0,0.1,0.0,0.0,20.0,122.0,359.0,55.6,2.9,36.2,23.9,0.0,16.2,20.1,1.6,
2025-11-23,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-23,Dinner,1152.6,54.3,23.6,5.8,2.1,0.1,98.4,3133.7,14.4,125.9,9.1,22.6,49.7,69.0,0.0,38.8,78.4,
2025-11-23,Lunch,814.5,31.4,5.7,7.4,11.3,0.0,20.0,238.2,1696.4,95.1,13.8,60.1,46.2,0.0,29.6,39.1,31.0,
2025-11-23,Snacks,501.8,21.5,12.3,0.4,3.0,0.0,40.5,491.3,131.4,72.0,4.0,28.0,8.1,0.0,0.0,9.5,22.2,
2025-11-24,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-24,Dinner,1043.6,58.4,22.4,1.8,8.2,0.5,107.7,1497.7,982.2,100.5,7.9,20.5,29.9,1.3,29.2,16.2,33.5,
2025-11-24,Lunch,869.2,22.3,9.1,0.1,0.0,0.0,0.0,2355.8,369.6,54.9,27.3,10.3,52.2,17.3,37.4,30.2,47.7,
2025-11-25,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-25,Dinner,632.9,11.4,2.4,1.2,8.9,0.0,46.0,961.7,1556.8,88.4,13.7,38.2,46.8,21.5,40.7,58.9,15.5,
2025-11-25,Lunch,888.0,35.5,19.3,0.0,0.0,0.0,113.0,2300.0,0.0,92.6,4.8,8.4,53.0,0.0,0.0,0.0,0.0,
2025-11-25,Snacks,305.7,10.5,6.0,0.7,2.9,0.0,47.5,17.3,94.7,48.2,1.3,23.0,5.4,19.8,1.7,3.3,2.6,
2025-11-26,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-26,Dinner,800.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,
2025-11-26,Lunch,943.0,43.1,8.8,4.1,3.4,0.0,115.0,999.9,552.6,76.4,6.7,10.8,59.6,0.0,71.3,14.8,56.1,
2025-11-26,Snacks,86.7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.7,0.0,12.0,2.0,0.0,0.0,0.0,0.0,
2025-11-27,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-27,Dinner,1362.6,69.9,23.4,3.5,23.9,0.0,22.4,2195.1,2779.5,120.7,16.1,37.9,70.7,2147.6,71.7,20.1,31.7,
2025-11-27,Lunch,667.9,11.4,2.4,1.2,8.9,0.0,46.0,961.7,1556.8,88.4,13.7,38.2,55.8,21.5,140.7,58.9,15.5,
2025-11-27,Snacks,170.1,4.6,0.8,1.1,1.7,0.0,0.0,112.5,180.7,30.7,6.7,15.7,2.8,0.0,8.2,1.6,4.5,
2025-11-28,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-28,Dinner,1152.6,54.3,23.6,5.8,2.1,0.1,98.4,3133.7,14.4,125.9,9.1,22.6,49.7,69.0,0.0,38.8,78.4,
2025-11-28,Lunch,672.9,12.0,2.3,1.1,8.9,0.0,46.0,985.5,1604.4,88.4,15.6,39.8,57.5,18.0,130.4,61.0,23.0,
2025-11-28,Snacks,228.5,11.5,6.3,0.9,3.2,0.0,64.8,100.1,114.2,30.5,2.4,22.4,3.4,0.1,0.0,2.4,9.5,
2025-11-29,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-29,Dinner,299.9,9.5,1.3,1.1,8.9,0.0,0.0,668.5,430.4,42.8,10.6,7.4,10.7,6.0,18.4,6.0,13.0,
2025-11-29,Lunch,1055.9,44.3,22.0,0.0,0.0,0.1,92.6,2931.0,0.0,124.6,9.1,21.5,49.4,69.0,0.0,38.2,78.0,
2025-11-29,Snacks,645.5,13.8,7.4,1.2,3.3,0.0,109.8,352.7,1240.6,86.1,8.7,58.2,51.7,3.6,132.1,58.1,14.1,
2025-11-30,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-11-30,Dinner,759.7,35.1,13.9,0.5,2.2,0.5,72.9,930.1,1857.4,100.7,16.6,26.0,31.8,1032.5,70.0,29.8,44.2,
2025-11-30,Lunch,644.9,12.0,2.3,1.1,8.9,0.0,45.0,943.5,1500.4,78.8,15.6,31.4,59.7,6.0,118.4,63.0,23.0,
2025-11-30,Snacks,796.5,55.9,12.3,29.5,12.2,0.0,64.8,100.1,290.2,76.9,8.8,22.4,9.8,0.1,0.0,2.4,16.6,
2025-12-01,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-12-01,Dinner,665.0,37.0,11.3,6.0,3.0,0.0,112.5,1210.0,730.0,47.5,3.5,8.0,38.0,0.0,0.0,31.5,19.7,
2025-12-01,Lunch,1010.1,35.3,14.5,3.6,4.9,0.0,224.2,1092.4,775.6,90.0,4.6,3.3,76.3,10.0,0.0,36.8,27.4,
2025-12-01,Snacks,235.0,1.5,1.0,0.0,0.0,0.0,45.0,250.0,600.0,9.0,0.0,8.0,46.0,0.0,100.0,49.0,2.2,
2025-12-02,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-12-02,Dinner,806.7,32.9,8.0,0.9,4.0,1.0,75.5,669.6,1100.9,89.0,6.0,10.4,35.1,2.5,58.3,3.5,21.6,
2025-12-02,Lunch,1000.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,
2025-12-02,Snacks,221.5,10.0,4.9,0.7,1.5,0.2,31.0,245.1,298.2,12.5,0.7,5.9,20.2,0.0,3.3,25.6,1.3,
2025-12-03,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-12-03,Dinner,806.7,32.9,8.0,0.9,4.0,1.0,75.5,669.6,1100.9,89.0,6.0,10.4,35.1,2.5,58.3,3.5,21.6,
2025-12-03,Lunch,793.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,15.0,0.0,54.0,0.0,0.0,0.0,0.0,
2025-12-03,Snacks,328.5,12.0,6.3,0.9,3.2,0.0,64.8,100.1,234.2,54.5,8.4,37.4,3.9,0.1,0.0,2.4,11.2,
2025-12-04,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-12-04,Dinner,806.7,32.9,8.0,0.9,4.0,1.0,75.5,669.6,1100.9,89.0,6.0,10.4,35.1,2.5,58.3,3.5,21.6,
2025-12-04,Lunch,609.9,25.0,7.4,2.7,9.4,0.0,230.5,566.2,926.2,43.7,17.0,1.0,20.2,192.7,27.2,31.5,27.7,
2025-12-04,Snacks,468.5,15.0,8.3,0.9,3.2,0.0,84.8,205.1,516.2,62.5,8.9,44.4,23.9,0.1,0.0,21.9,11.2,
2025-12-05,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-12-05,Dinner,855.0,25.5,10.3,6.1,3.0,0.0,60.0,1170.0,447.0,103.5,14.3,26.0,54.9,0.0,8.0,50.0,30.3,
2025-12-05,Lunch,819.9,17.0,2.8,1.1,8.9,0.0,45.0,948.5,2034.4,89.8,19.6,33.4,80.7,6.0,218.4,74.0,34.1,
2025-12-05,Snacks,405.6,20.3,8.6,2.8,7.1,0.0,73.4,298.7,194.2,51.5,4.4,25.4,7.4,0.1,0.0,7.4,15.6,
2025-12-06,Breakfast,418.0,17.0,3.0,1.5,12.0,0.0,6.0,507.0,789.0,46.6,3.0,18.4,21.8,12.0,12.0,44.0,12.0,
2025-12-06,Dinner,1055.9,44.3,22.0,0.0,0.0,0.1,92.6,2931.0,0.0,124.6,9.1,21.5,49.4,69.0,0.0,38.2,78.0,
2025-12-06,Lunch,677.6,17.8,4.7,1.2,0.1,0.0,80.0,2290.4,2111.8,77.9,28.3,10.4,57.3,0.3,15.3,39.7,43.9,
2025-12-06,Snacks,268.5,14.0,8.1,0.9,3.2,0.0,74.8,155.1,141.2,31.0,2.4,24.4,5.9,0.1,0.0,3.4,9.5,
2025-12-07,Breakfast,345.0,2.5,1.0,0.0,0.0,0.0,45.0,275.0,1070.0,36.0,5.0,24.0,49.0,0.0,100.0,57.0,10.0,
2025-12-07,Dinner,1055.9,44.3,22.0,0.0,0.0,0.1,92.6,2931.0,0.0,124.6,9.1,21.5,49.4,69.0,0.0,38.2,78.0,
2025-12-07,Lunch,893.2,39.4,19.7,3.7,13.3,0.0,305.7,584.7,896.7,104.7,5.8,41.2,29.9,368.2,48.1,51.5,15.3,
2025-12-07,Snacks,537.9,18.9,9.5,1.2,3.2,0.0,104.8,777.7,924.2,58.0,10.0,32.0,37.7,0.2,3.8,31.9,20.5,
2025-12-08,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-08,Dinner,813.1,38.9,17.1,1.1,4.4,0.5,122.0,796.2,923.4,109.1,8.0,40.8,28.1,29.9,2.6,19.0,28.4,
2025-12-08,Lunch,760.0,22.0,9.0,0.0,0.0,0.0,0.0,1895.0,0.0,35.0,19.0,10.0,45.0,17.0,32.0,26.0,35.0,
2025-12-08,Snacks,656.7,17.6,3.8,2.2,7.4,0.0,20.0,788.6,796.5,86.4,8.0,36.3,40.4,0.5,94.9,46.6,40.5,
2025-12-09,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-09,Dinner,361.0,2.5,1.0,0.0,0.0,0.0,46.0,299.0,1150.0,37.2,5.0,25.2,51.6,0.0,100.0,64.6,10.0,
2025-12-09,Lunch,838.7,33.5,2.0,5.4,3.8,0.0,112.9,1220.5,825.1,88.5,7.7,19.2,48.5,120.2,37.1,14.3,19.3,
2025-12-09,Snacks,198.7,10.6,5.7,0.4,2.9,0.0,34.5,41.5,69.5,25.9,3.7,17.6,4.4,4.1,0.0,2.7,8.8,
2025-12-10,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-10,Dinner,595.0,30.5,10.3,5.5,2.5,0.0,90.0,1230.0,742.0,41.5,4.0,11.0,36.5,0.0,0.0,31.9,22.8,
2025-12-10,Lunch,738.7,34.6,16.7,0.4,2.9,0.0,139.5,2576.5,257.5,60.9,8.2,42.6,50.4,4.1,0.0,15.7,8.8,
2025-12-10,Snacks,671.8,15.4,5.8,2.3,4.2,0.0,38.3,540.9,858.2,103.1,15.6,55.1,37.5,28.1,128.2,45.1,38.7,
2025-12-11,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-11,Dinner,462.0,16.4,9.6,0.0,0.0,0.0,60.0,840.0,12.0,46.4,7.0,4.0,34.0,0.0,0.0,38.0,20.0,
2025-12-11,Lunch,953.7,55.6,13.7,1.4,2.9,0.0,122.0,1081.5,1458.5,71.4,10.7,49.1,48.9,4.1,0.0,18.5,28.2,
2025-12-11,Snacks,579.0,5.3,2.6,0.1,0.0,0.0,55.0,347.0,1074.0,85.6,10.3,64.8,55.5,10.0,117.3,69.7,11.3,
2025-12-12,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
2025-12-12,Dinner,1055.9,44.3,22.0,0.0,0.0,0.1,92.6,2931.0,0.0,124.6,9.1,21.5,49.4,69.0,0.0,38.2,78.0,
2025-12-12,Lunch,923.6,33.4,15.6,2.5,4.9,0.0,169.1,2744.3,1825.1,99.7,7.0,29.4,55.8,4.1,0.0,36.0,27.8,
2025-12-12,Snacks,176.0,6.7,3.7,0.1,0.0,0.0,20.0,122.0,226.0,28.0,4.8,20.8,4.5,0.0,15.3,14.2,1.3,
2025-12-13,Breakfast,406.0,17.0,3.0,1.5,12.0,0.0,6.0,489.0,765.0,38.2,3.0,11.2,26.6,0.0,0.0,53.6,12.0,
